Product_ID,Product_Name,Category,Material,Time_Taken,Region,Demand_Level,Avg_Reviews,Actual_Cost,Expected_Price,Price_Difference,Difference_Flag
287,Wooden Sculpture,Kitchenware,Wood,3,NorthEast,Low,3.5,10340,11630,1290,0
288,Knitted Scarf,Kitchenware,Beads,10,Sabaragamuwa,High,3.1,12766,8891,3875,0
289,Leather Wallet,Kitchenware,Straw,1,NorthEast,Medium,4.9,3220,1070,2150,0
290,Hand-Painted Vase,Fashion,Straw,15,Uwa,High,4.3,7741,17367,9626,0
291,Macrame Wall Hanging,Crafts,Wool,19,NorthEast,High,3.4,18096,11341,6755,0
292,Wooden Sculpture,Jewelry,Cotton Rope,15,North,Medium,4.4,3824,3902,78,0
293,Handmade Necklace,Crafts,Wool,8,North,Medium,4.0,5481,14160,8679,0
294,Handmade Necklace,Kitchenware,Wool,1,North,High,3.0,1831,6336,4505,0
295,Embroidered Cushion,Fashion,Cotton Rope,13,Sabaragamuwa,Medium,3.5,19187,17103,2084,0
296,Embroidered Cushion,Accessories,Paper,8,Sabaragamuwa,High,3.3,12816,15397,2581,0
297,Wooden Sculpture,Kitchenware,Leather,4,North,Medium,3.9,2937,4459,1522,0
298,Wooden Sculpture,Home Decor,Wood,6,Sabaragamuwa,High,4.6,13596,8727,4869,0
299,Woven Basket,Kitchenware,Ceramic,5,Uwa,High,4.0,8790,7048,1742,0
300,Handmade Necklace,Kitchenware,Fabric,2,NorthEast,High,4.2,15690,1403,14287,0
301,Hand-Painted Vase,Accessories,Cotton Rope,8,Sabaragamuwa,Medium,4.0,14790,3317,11473,0
302,Handmade Necklace,Home Decor,Wool,14,Sabaragamuwa,Low,3.3,9247,5265,3982,0
303,Hand-Painted Vase,Jewelry,Paper,3,North,Low,4.0,4193,18747,14554,0
304,Leather Wallet,Jewelry,Wool,19,North,Low,4.3,11758,17427,5669,0
305,Woven Basket,Fashion,Wool,2,North,High,4.0,5843,6660,817,0
306,Woven Basket,Fashion,Wool,17,NorthEast,Medium,3.3,13786,13462,324,0
307,Wooden Sculpture,Fashion,Leather,8,NorthEast,Medium,4.0,11770,15817,4047,0
308,Knitted Scarf,Jewelry,Fabric,17,Uwa,Medium,3.5,12944,4126,8818,0
309,Handmade Necklace,Jewelry,Cotton Rope,13,Sabaragamuwa,High,4.3,9110,17827,8717,0
310,Handmade Necklace,Accessories,Fabric,19,Sabaragamuwa,Medium,3.7,16965,13308,3657,0
311,Knitted Scarf,Crafts,Leather,12,NorthEast,High,3.4,9931,13454,3523,0
312,Wooden Sculpture,Home Decor,Beads,8,Sabaragamuwa,Medium,3.7,15051,11150,3901,0
313,Macrame Wall Hanging,Home Decor,Wood,16,Uwa,High,3.4,10436,14458,4022,0
314,Embroidered Cushion,Accessories,Fabric,11,Sabaragamuwa,Low,4.9,5685,10945,5260,0
315,Macrame Wall Hanging,Jewelry,Ceramic,4,Uwa,Medium,3.5,7509,5542,1967,0
316,Woven Basket,Home Decor,Paper,13,North,Low,3.6,1527,2908,1381,0
317,Wooden Sculpture,Home Decor,Fabric,12,Uwa,High,3.0,19080,17575,1505,0
318,Woven Basket,Jewelry,Wood,2,Sabaragamuwa,Medium,4.9,14784,4898,9886,0
319,Macrame Wall Hanging,Home Decor,Wood,13,North,Low,4.3,2889,19816,16927,0
320,Hand-Painted Vase,Accessories,Wood,12,North,High,3.2,5880,11440,5560,0
321,Woven Basket,Crafts,Fabric,5,Uwa,High,3.4,14008,18642,4634,0
322,Leather Wallet,Fashion,Ceramic,9,Sabaragamuwa,Medium,5.0,4419,9467,5048,0
323,Wooden Sculpture,Accessories,Fabric,5,Uwa,High,4.3,17970,12937,5033,0
324,Leather Wallet,Accessories,Leather,10,Uwa,Low,4.5,3764,11603,7839,0
325,Knitted Scarf,Jewelry,Paper,19,Sabaragamuwa,High,3.8,12225,2706,9519,0
326,Leather Wallet,Kitchenware,Straw,3,NorthEast,Medium,3.6,2855,13592,10737,0
327,Handmade Necklace,Home Decor,Wood,20,Uwa,Medium,4.7,15469,12876,2593,0
328,Knitted Scarf,Home Decor,Wool,9,Uwa,Medium,3.0,13679,4239,9440,0
329,Wooden Sculpture,Accessories,Paper,15,Uwa,Medium,3.9,9005,9259,254,0
330,Macrame Wall Hanging,Kitchenware,Beads,15,NorthEast,Low,4.3,19659,12330,7329,0
331,Hand-Painted Vase,Accessories,Leather,3,Uwa,Medium,3.6,14425,7530,6895,0
332,Paper Flower Bouquet,Crafts,Cotton Rope,14,NorthEast,Low,3.6,3052,10917,7865,0
333,Leather Wallet,Home Decor,Ceramic,8,Sabaragamuwa,Medium,4.8,8152,9121,969,0
334,Wooden Sculpture,Accessories,Wool,13,Sabaragamuwa,Low,4.0,18150,7587,10563,0
335,Handmade Necklace,Accessories,Wood,20,Sabaragamuwa,High,3.6,12237,15586,3349,0
336,Wooden Sculpture,Kitchenware,Paper,6,North,High,3.3,9776,5982,3794,0
337,Paper Flower Bouquet,Home Decor,Wool,19,Uwa,Low,3.4,8981,13218,4237,0
338,Hand-Painted Vase,Fashion,Wood,11,Sabaragamuwa,High,4.5,8614,9324,710,0
339,Embroidered Cushion,Accessories,Leather,7,Sabaragamuwa,High,4.2,3070,14117,11047,0
340,Hand-Painted Vase,Jewelry,Leather,12,Uwa,Medium,4.9,17081,16770,311,0
341,Handmade Necklace,Home Decor,Leather,12,North,High,4.4,12592,5711,6881,0
342,Painted Ceramic Mug,Home Decor,Paper,2,NorthEast,High,4.1,3920,8417,4497,0
343,Paper Flower Bouquet,Jewelry,Leather,6,Uwa,Medium,3.4,12973,12287,686,0
344,Painted Ceramic Mug,Kitchenware,Wood,17,North,High,5.0,4614,5142,528,0
345,Paper Flower Bouquet,Fashion,Wood,15,North,Medium,3.0,6498,1508,4990,0
346,Handmade Necklace,Accessories,Straw,18,Sabaragamuwa,High,4.5,7728,9914,2186,0
347,Knitted Scarf,Crafts,Beads,17,NorthEast,High,3.8,1825,9799,7974,0
348,Handmade Necklace,Crafts,Wood,12,Uwa,Low,3.6,4715,13567,8852,0
349,Leather Wallet,Home Decor,Cotton Rope,16,North,Medium,3.8,4953,11778,6825,0
350,Hand-Painted Vase,Jewelry,Fabric,12,Uwa,High,5.0,2428,7543,5115,0
351,Painted Ceramic Mug,Fashion,Wool,13,Uwa,Medium,4.5,9967,15664,5697,0
352,Handmade Necklace,Kitchenware,Paper,6,Sabaragamuwa,Medium,4.8,1399,2489,1090,0
353,Woven Basket,Home Decor,Straw,7,Sabaragamuwa,Low,3.9,15522,3278,12244,0
354,Handmade Necklace,Fashion,Wool,5,NorthEast,Medium,4.6,3039,13169,10130,0
355,Painted Ceramic Mug,Accessories,Straw,19,Sabaragamuwa,High,4.7,19565,10037,9528,0
356,Handmade Necklace,Crafts,Fabric,18,Sabaragamuwa,Medium,4.3,8715,8495,220,0
357,Knitted Scarf,Accessories,Ceramic,4,NorthEast,Low,4.4,19583,5714,13869,0
358,Woven Basket,Kitchenware,Leather,14,NorthEast,High,4.2,17890,13228,4662,0
359,Leather Wallet,Kitchenware,Paper,4,Uwa,Low,3.1,6070,14112,8042,0
360,Painted Ceramic Mug,Fashion,Fabric,7,NorthEast,High,3.6,14756,19548,4792,0
361,Handmade Necklace,Kitchenware,Leather,15,North,Medium,3.9,7828,5386,2442,0
362,Painted Ceramic Mug,Fashion,Straw,1,NorthEast,Medium,4.9,18816,8634,10182,0
363,Embroidered Cushion,Crafts,Cotton Rope,17,Sabaragamuwa,Low,4.4,8638,6636,2002,0
364,Embroidered Cushion,Fashion,Leather,5,NorthEast,Medium,4.1,8826,15511,6685,0
365,Handmade Necklace,Kitchenware,Fabric,5,Sabaragamuwa,Medium,4.6,6006,5448,558,0
366,Paper Flower Bouquet,Crafts,Straw,12,NorthEast,Low,4.1,9031,13664,4633,0
367,Macrame Wall Hanging,Kitchenware,Straw,16,Uwa,Low,4.1,8970,19072,10102,0
368,Painted Ceramic Mug,Jewelry,Wood,15,North,High,4.8,11621,18585,6964,0
369,Painted Ceramic Mug,Crafts,Beads,20,Uwa,High,4.5,2460,3086,626,0
370,Painted Ceramic Mug,Fashion,Ceramic,3,NorthEast,High,4.0,1072,15126,14054,0
371,Leather Wallet,Crafts,Paper,18,Sabaragamuwa,High,3.3,16646,1912,14734,0
372,Hand-Painted Vase,Jewelry,Beads,19,Uwa,Low,4.8,14921,16351,1430,0
373,Painted Ceramic Mug,Accessories,Cotton Rope,3,Sabaragamuwa,Medium,4.3,4303,16732,12429,0
374,Handmade Necklace,Home Decor,Fabric,5,Sabaragamuwa,Medium,3.9,19661,2205,17456,0
375,Knitted Scarf,Fashion,Cotton Rope,15,North,Medium,3.8,4061,13954,9893,0
376,Woven Basket,Kitchenware,Paper,14,NorthEast,High,4.2,5556,18676,13120,0
377,Woven Basket,Crafts,Fabric,13,Sabaragamuwa,Medium,4.2,5703,2756,2947,0
378,Wooden Sculpture,Home Decor,Straw,18,North,Low,3.1,6777,19114,12337,0
379,Hand-Painted Vase,Kitchenware,Beads,5,NorthEast,Low,3.1,16745,5227,11518,0
380,Painted Ceramic Mug,Jewelry,Beads,7,NorthEast,Low,4.1,11939,10274,1665,0
381,Paper Flower Bouquet,Accessories,Straw,11,Sabaragamuwa,Low,3.9,3648,16219,12571,0
382,Painted Ceramic Mug,Fashion,Cotton Rope,16,NorthEast,Low,3.5,5089,18695,13606,0
383,Painted Ceramic Mug,Jewelry,Wood,6,Uwa,Medium,3.7,10346,6536,3810,0
384,Painted Ceramic Mug,Accessories,Paper,6,Sabaragamuwa,High,4.1,2893,18641,15748,0
385,Embroidered Cushion,Accessories,Cotton Rope,1,Sabaragamuwa,High,3.3,9420,14501,5081,0
386,Paper Flower Bouquet,Kitchenware,Paper,7,North,High,3.1,8239,12204,3965,0
387,Leather Wallet,Jewelry,Fabric,15,Sabaragamuwa,Low,4.5,13274,13423,149,0
388,Leather Wallet,Crafts,Ceramic,7,Uwa,Medium,4.3,3978,2550,1428,0
389,Leather Wallet,Accessories,Paper,6,NorthEast,Low,3.9,14248,14855,607,0
390,Handmade Necklace,Crafts,Ceramic,9,Sabaragamuwa,Medium,4.2,13999,4911,9088,0
391,Painted Ceramic Mug,Home Decor,Straw,7,Sabaragamuwa,Low,3.3,17954,16914,1040,0
392,Handmade Necklace,Home Decor,Wood,1,North,Low,3.6,9395,8094,1301,0
393,Woven Basket,Home Decor,Ceramic,1,Sabaragamuwa,Medium,4.1,7903,5624,2279,0
394,Painted Ceramic Mug,Home Decor,Wool,7,NorthEast,Low,3.8,16551,17667,1116,0
395,Knitted Scarf,Jewelry,Beads,18,Sabaragamuwa,Medium,4.7,17134,5234,11900,0
396,Wooden Sculpture,Jewelry,Paper,9,Sabaragamuwa,High,3.3,19837,16518,3319,0
397,Macrame Wall Hanging,Jewelry,Ceramic,5,NorthEast,Medium,3.1,16399,11311,5088,0
398,Painted Ceramic Mug,Jewelry,Beads,5,Sabaragamuwa,Medium,4.2,15155,9811,5344,0
399,Leather Wallet,Crafts,Leather,11,Sabaragamuwa,High,3.7,1795,17572,15777,0
400,Painted Ceramic Mug,Kitchenware,Wool,12,NorthEast,High,4.8,14370,13026,1344,0
401,Paper Flower Bouquet,Accessories,Leather,18,NorthEast,High,3.6,1697,6921,5224,0
402,Paper Flower Bouquet,Accessories,Paper,10,NorthEast,High,4.8,5822,2343,3479,0
403,Wooden Sculpture,Crafts,Wood,18,NorthEast,High,4.4,9366,18261,8895,0
404,Handmade Necklace,Jewelry,Fabric,20,Sabaragamuwa,High,4.2,5465,1446,4019,0
405,Wooden Sculpture,Home Decor,Cotton Rope,16,Uwa,High,4.7,4632,6300,1668,0
406,Paper Flower Bouquet,Kitchenware,Straw,1,NorthEast,Medium,3.7,14045,9081,4964,0
407,Embroidered Cushion,Crafts,Wood,20,NorthEast,Low,4.2,19006,8530,10476,0
408,Handmade Necklace,Crafts,Straw,19,Uwa,High,4.7,12130,19610,7480,0
409,Macrame Wall Hanging,Accessories,Cotton Rope,14,Sabaragamuwa,Low,4.5,9317,4139,5178,0
410,Woven Basket,Crafts,Beads,11,North,High,3.6,17847,16371,1476,0
411,Wooden Sculpture,Kitchenware,Paper,17,NorthEast,Low,4.5,12723,2211,10512,0
412,Embroidered Cushion,Kitchenware,Fabric,16,NorthEast,Medium,4.6,19731,11573,8158,0
413,Wooden Sculpture,Fashion,Wood,7,Sabaragamuwa,Low,3.2,4058,8920,4862,0
414,Woven Basket,Kitchenware,Cotton Rope,12,Uwa,Medium,3.2,17521,11974,5547,0
415,Painted Ceramic Mug,Crafts,Fabric,13,Sabaragamuwa,Medium,4.0,15592,12281,3311,0
416,Woven Basket,Kitchenware,Ceramic,5,Sabaragamuwa,Low,4.2,1669,7479,5810,0
417,Paper Flower Bouquet,Jewelry,Straw,13,Sabaragamuwa,Medium,3.8,3907,18811,14904,0
418,Paper Flower Bouquet,Kitchenware,Leather,4,NorthEast,High,4.2,19993,8819,11174,0
419,Leather Wallet,Fashion,Paper,11,Uwa,High,4.4,8952,5245,3707,0
420,Handmade Necklace,Accessories,Straw,9,North,High,4.9,2951,1262,1689,0
421,Handmade Necklace,Home Decor,Wool,14,Sabaragamuwa,High,3.9,9702,14024,4322,0
422,Handmade Necklace,Kitchenware,Paper,13,North,High,3.0,2570,13956,11386,0
423,Macrame Wall Hanging,Fashion,Cotton Rope,17,Uwa,Low,3.1,3095,17219,14124,0
424,Wooden Sculpture,Fashion,Leather,15,Uwa,Medium,5.0,11539,11736,197,0
425,Macrame Wall Hanging,Kitchenware,Wood,1,Sabaragamuwa,High,3.7,19988,5247,14741,0
426,Knitted Scarf,Crafts,Cotton Rope,6,Sabaragamuwa,Low,4.7,4077,12913,8836,0
427,Painted Ceramic Mug,Kitchenware,Wool,20,North,Medium,3.6,4740,2193,2547,0
428,Embroidered Cushion,Accessories,Wool,1,Sabaragamuwa,Low,4.2,10944,5833,5111,0
429,Leather Wallet,Kitchenware,Wool,10,NorthEast,High,4.5,5178,12974,7796,0
430,Wooden Sculpture,Kitchenware,Straw,3,Sabaragamuwa,High,4.7,2327,17883,15556,0
431,Macrame Wall Hanging,Home Decor,Cotton Rope,9,North,Medium,4.7,17808,4601,13207,0
432,Hand-Painted Vase,Crafts,Ceramic,5,Uwa,Medium,3.1,19702,5387,14315,0
433,Knitted Scarf,Kitchenware,Wood,3,North,Low,3.9,15257,18028,2771,0
434,Painted Ceramic Mug,Jewelry,Fabric,14,North,High,4.4,15882,18747,2865,0
435,Leather Wallet,Kitchenware,Wood,2,NorthEast,Medium,4.3,10962,17578,6616,0
436,Embroidered Cushion,Accessories,Fabric,14,NorthEast,High,3.7,17935,9260,8675,0
437,Embroidered Cushion,Accessories,Ceramic,11,Uwa,Low,4.0,6438,12392,5954,0
438,Leather Wallet,Accessories,Paper,6,NorthEast,Medium,4.2,17017,2004,15013,0
439,Wooden Sculpture,Jewelry,Paper,20,Uwa,High,3.2,3615,11888,8273,0
440,Paper Flower Bouquet,Accessories,Fabric,18,Sabaragamuwa,Low,4.3,14266,4225,10041,0
441,Painted Ceramic Mug,Accessories,Wool,12,Uwa,Medium,4.0,2048,3455,1407,0
442,Hand-Painted Vase,Crafts,Cotton Rope,9,NorthEast,Low,3.8,13623,9928,3695,0
443,Paper Flower Bouquet,Jewelry,Fabric,12,Sabaragamuwa,Medium,4.1,4634,6036,1402,0
444,Woven Basket,Fashion,Paper,1,Sabaragamuwa,Low,3.5,15910,5964,9946,0
445,Hand-Painted Vase,Kitchenware,Ceramic,16,North,Low,3.8,4061,13461,9400,0
446,Macrame Wall Hanging,Jewelry,Wool,16,Uwa,High,3.6,5483,14035,8552,0
447,Embroidered Cushion,Jewelry,Paper,8,Sabaragamuwa,High,3.4,3482,19836,16354,0
448,Painted Ceramic Mug,Accessories,Leather,17,North,Low,4.2,9061,1793,7268,0
449,Wooden Sculpture,Fashion,Paper,10,Sabaragamuwa,High,3.3,18522,18302,220,0
450,Wooden Sculpture,Fashion,Fabric,3,North,Medium,3.4,12336,12876,540,0
451,Handmade Necklace,Accessories,Cotton Rope,11,North,Medium,4.7,17900,12695,5205,0
452,Macrame Wall Hanging,Accessories,Cotton Rope,16,North,High,3.6,17177,14890,2287,0
453,Handmade Necklace,Fashion,Cotton Rope,6,Uwa,Low,3.6,5616,15410,9794,0
454,Wooden Sculpture,Home Decor,Fabric,19,North,Low,4.5,3114,12013,8899,0
455,Paper Flower Bouquet,Crafts,Leather,16,Sabaragamuwa,Medium,4.1,2453,18832,16379,0
456,Painted Ceramic Mug,Jewelry,Ceramic,12,North,Medium,4.2,15457,8331,7126,0
457,Handmade Necklace,Accessories,Ceramic,15,North,Medium,5.0,16810,1883,14927,0
458,Paper Flower Bouquet,Accessories,Cotton Rope,4,Uwa,Low,4.5,19080,3338,15742,0
459,Hand-Painted Vase,Home Decor,Ceramic,12,NorthEast,High,4.4,14601,12139,2462,0
460,Macrame Wall Hanging,Jewelry,Beads,4,North,Low,4.2,12753,19508,6755,0
461,Wooden Sculpture,Home Decor,Fabric,12,Uwa,High,4.5,11663,10417,1246,0
462,Leather Wallet,Jewelry,Straw,10,Sabaragamuwa,High,3.9,9780,11501,1721,0
463,Wooden Sculpture,Jewelry,Fabric,7,North,Medium,3.5,5766,5922,156,0
464,Macrame Wall Hanging,Jewelry,Wool,19,Uwa,Medium,3.3,11413,8874,2539,0
465,Woven Basket,Jewelry,Fabric,12,Uwa,Medium,3.3,14437,5396,9041,0
466,Painted Ceramic Mug,Fashion,Cotton Rope,20,Uwa,Low,4.0,7996,1346,6650,0
467,Leather Wallet,Crafts,Ceramic,5,Uwa,Medium,4.3,14527,10679,3848,0
468,Knitted Scarf,Jewelry,Ceramic,17,Uwa,Low,3.8,18761,17118,1643,0
469,Wooden Sculpture,Jewelry,Wool,4,Uwa,Low,3.2,9640,3238,6402,0
470,Handmade Necklace,Kitchenware,Cotton Rope,18,Uwa,Medium,3.2,12883,4387,8496,0
471,Embroidered Cushion,Jewelry,Wool,7,Uwa,Medium,3.8,9538,19154,9616,0
472,Wooden Sculpture,Crafts,Leather,3,Uwa,Medium,4.7,9871,5839,4032,0
473,Macrame Wall Hanging,Crafts,Cotton Rope,10,NorthEast,High,4.8,3547,7391,3844,0
474,Wooden Sculpture,Jewelry,Paper,2,North,Low,3.1,17465,3738,13727,0
475,Embroidered Cushion,Jewelry,Straw,12,NorthEast,High,5.0,7603,14146,6543,0
476,Leather Wallet,Accessories,Paper,20,Sabaragamuwa,Low,3.5,11398,7040,4358,0
477,Wooden Sculpture,Accessories,Straw,13,Sabaragamuwa,Low,3.9,1576,17318,15742,0
478,Paper Flower Bouquet,Kitchenware,Ceramic,4,North,Low,4.1,13737,1946,11791,0
479,Handmade Necklace,Accessories,Wool,2,Uwa,Low,4.0,9702,19449,9747,0
480,Woven Basket,Fashion,Wool,19,Sabaragamuwa,High,3.1,15381,3382,11999,0
481,Leather Wallet,Accessories,Straw,3,Uwa,High,4.6,16625,14694,1931,0
482,Painted Ceramic Mug,Fashion,Wool,9,North,Low,3.6,3271,12514,9243,0
483,Handmade Necklace,Home Decor,Beads,4,NorthEast,Medium,4.7,8608,15075,6467,0
484,Painted Ceramic Mug,Accessories,Cotton Rope,2,NorthEast,Medium,3.6,14873,16933,2060,0
485,Macrame Wall Hanging,Home Decor,Leather,7,North,Low,4.2,6864,14716,7852,0
486,Paper Flower Bouquet,Home Decor,Fabric,19,Uwa,Medium,4.6,14323,19593,5270,0
487,Painted Ceramic Mug,Jewelry,Ceramic,19,Uwa,Low,4.8,15973,7925,8048,0
488,Knitted Scarf,Fashion,Leather,18,North,High,4.6,15487,15284,203,0
489,Woven Basket,Fashion,Fabric,1,NorthEast,Medium,3.6,19623,16979,2644,0
490,Woven Basket,Accessories,Straw,8,North,High,3.3,19842,16570,3272,0
491,Painted Ceramic Mug,Accessories,Cotton Rope,20,Sabaragamuwa,Low,3.1,4259,7508,3249,0
492,Embroidered Cushion,Home Decor,Ceramic,20,Sabaragamuwa,Low,3.5,12653,16320,3667,0
493,Leather Wallet,Fashion,Fabric,6,North,Low,3.7,9274,15531,6257,0
494,Knitted Scarf,Jewelry,Wool,20,North,High,4.5,11443,9136,2307,0
495,Knitted Scarf,Jewelry,Wood,8,NorthEast,Medium,4.1,19767,16738,3029,0
496,Knitted Scarf,Crafts,Fabric,6,Uwa,High,4.7,15565,9855,5710,0
497,Hand-Painted Vase,Home Decor,Fabric,5,NorthEast,Low,4.5,1000,6089,5089,0
498,Macrame Wall Hanging,Kitchenware,Beads,4,NorthEast,High,3.1,17729,2958,14771,0
499,Knitted Scarf,Home Decor,Fabric,6,North,Low,4.6,11404,16535,5131,0
500,Leather Wallet,Crafts,Fabric,19,Uwa,Medium,4.6,14636,15765,1129,0
